id_subsistema;nom_subsistema;id_estado;nom_estado;nom_agente_principal;id_subestacao;nom_subestacao;val_niveltensao;id_estacao;num_barra;val_latitude;val_longitude
NE;Nordeste;RN;Rio Grande do Norte;CEP;RNUPU;POTIGUAR;69.0;RNUPU-0A;90467;-5.8706;-35.2933
NE;Nordeste;RN;Rio Grande do Norte;CEP;RNUPT;POTIGUAR III;69.0;RNUPT-0A;92075;-5.8747;-35.3100
NE;Nordeste;RN;Rio Grande do Norte;CVER;RNRDV;RIO DO VENTO;500.0;RNRDV-5A;8151;-5.8908;-35.9608
NE;Nordeste;RN;Rio Grande do Norte;ENGIE;RNSAG;SANTO AGOSTINHO;500.0;RNSAG-5A;44493;-5.5754;-36.2180
NE;Nordeste;RN;Rio Grande do Norte;CVER;RNTGS;SER TIGRE SUL;500.0;RNTGS-5A;47511;-6.2335;-36.2680
NE;Nordeste;RN;Rio Grande do Norte;VENTOS DE V CEARÁ II;RNSDM;SERRA DO MEL;500.0;RNSDM-5A;8207;-5.1302;-37.0497
NE;Nordeste;RN;Rio Grande do Norte;POTIGUAR B31;RNSDM2;SERRA DO MEL 2;500.0;RNSDM25A;8791;-5.2249;-37.1164
NE;Nordeste;RN;Rio Grande do Norte;DUNAMIS;RNSPL;SIMPLICE;230.0;RNSPL-2A;44705;-5.8169;-36.6469
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNTRS;TOUROS;69.0;RNTRS-0A;6103;-5.1819;-35.6567
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNTRS;TOUROS;230.0;RNTRS-2A;6101;-5.1819;-35.6567
NE;Nordeste;RN;Rio Grande do Norte;EOL POTIGUAR;RNUVT;UNIAO  VENTOS;230.0;RNUVT-2A;6210;-5.0942;-35.8861
NE;Nordeste;RN;Rio Grande do Norte;PETROBRAS;RNUTAC;VALE DO ACU;230.0;RNUTAC2A;5462;-5.3801;-36.8211
NE;Nordeste;SE;Sergipe;CHESF;SEITB;ITABAIANA;69.0;SEITB-0A;5713;-10.6621;-37.4557
NE;Nordeste;SE;Sergipe;CHESF;SEITB;ITABAIANA;230.0;SEITB-2A;5711;-10.6621;-37.4557
NE;Nordeste;SE;Sergipe;CHESF;SEITH;ITABAIANINHA;69.0;SEITH-0A;5963;-11.2882;-37.7186
NE;Nordeste;SE;Sergipe;CHESF;SEITH;ITABAIANINHA;230.0;SEITH-2A;5961;-11.2882;-37.7186
NE;Nordeste;SE;Sergipe;CHESF;SEJDM;JARDIM;69.0;SEJDM-0A;5723;-10.8821;-37.1489
NE;Nordeste;SE;Sergipe;CHESF;SEJDM;JARDIM;230.0;SEJDM-2A;5721;-10.8821;-37.1489
NE;Nordeste;SE;Sergipe;CHESF;SEJDM;JARDIM;500.0;SEJDM-5A;5720;-10.8821;-37.1489
NE;Nordeste;SE;Sergipe;CHESF;SENSC;NSA.SRA.SOCORRO;69.0;SENSC-0A;5743;-10.8751;-37.1469
NE;Nordeste;SE;Sergipe;CHESF;SENSC;NSA.SRA.SOCORRO;230.0;SENSC-2A;5741;-10.8751;-37.1469
NE;Nordeste;SE;Sergipe;CELSE;SEUPS1;PORTO SERGIPE I;500.0;SEUPS15A;5725;-10.8156;-36.9371
S;Sul;PR;Paraná;COPEL-GT;PRADA2;ANDIRA LESTE;138.0;PRADA21A;9891;-23.0781;-50.1933
S;Sul;PR;Paraná;COPEL-GT;PRADA2;ANDIRA LESTE;230.0;PRADA22A;9892;-23.0781;-50.1933
S;Sul;PR;Paraná;COPEL-GT;PRAPA;APUCARANA;138.0;PRAPA-1A;879;-23.5344;-51.4471
S;Sul;PR;Paraná;COPEL-GT;PRAPA;APUCARANA;230.0;PRAPA-2A;878;-23.5344;-51.4471
S;Sul;PR;Paraná;CGT ELETROSUL;PRARE;AREIA;138.0;PRARE-1A;823;-25.9686;-51.6025
S;Sul;PR;Paraná;CGT ELETROSUL;PRARE;AREIA;230.0;PRARE-2A;934;-25.9686;-51.6025
S;Sul;PR;Paraná;CGT ELETROSUL;PRARE;AREIA;500.0;PRARE-5A;933;-25.9686;-51.6025
S;Sul;PR;Paraná;COPEL-GT;PRBXI;BAIXO IGUACU;230.0;PRBXI-2A;9354;-25.5084;-53.6776
S;Sul;PR;Paraná;COPEL-GT;PRBTA;BATEIAS;138.0;PRBTA-1A;2359;-25.4115;-49.5334
S;Sul;PR;Paraná;COPEL-GT;PRBTA;BATEIAS;230.0;PRBTA-2A;814;-25.4115;-49.5334
S;Sul;PR;Paraná;COPEL-GT;PRBTA;BATEIAS;500.0;PRBTA-5A;895;-25.4115;-49.5334
S;Sul;PR;Paraná;FDA GERAÇÃO;PRGBM;BENTO MUNHOZ;500.0;PRGBM-5A;824;-26.0098;-51.6660
S;Sul;PR;Paraná;COPEL-GT;PRCCO;C.COMPRIDO;69.0;PRCCO-0A;2363;-25.4311;-49.3693
S;Sul;PR;Paraná;COPEL-GT;PRCCO;C.COMPRIDO;230.0;PRCCO-2A;816;-25.4311;-49.3693
S;Sul;PR;Paraná;COPEL-GT;PRCIC;C.I.CURITIBA;69.0;PRCIC-0A;2368;-25.5259;-49.3323
S;Sul;PR;Paraná;COPEL-GT;PRCIC;C.I.CURITIBA;230.0;PRCIC-2A;815;-25.5259;-49.3323
S;Sul;PR;Paraná;CGT ELETROSUL;PRCMO;C.MOURAO;138.0;PRCMO-1A;860;-24.0750;-52.3664
S;Sul;PR;Paraná;CGT ELETROSUL;PRCMO;C.MOURAO;230.0;PRCMO-2A;954;-24.0750;-52.3664
S;Sul;PR;Paraná;COPEL-GT;PRCSO;CAMPO ASSOBIO;138.0;PRCSO-1A;2354;-25.6687;-49.1835
S;Sul;PR;Paraná;COPEL-GT;PRCSO;CAMPO ASSOBIO;230.0;PRCSO-2A;2353;-25.6687;-49.1835
S;Sul;PR;Paraná;COPEL-GT;PRCEL;CASCAVEL;138.0;PRCEL-1A;840;-24.9953;-53.4562
S;Sul;PR;Paraná;COPEL-GT;PRCEL;CASCAVEL;230.0;PRCEL-2A;839;-24.9953;-53.4562
S;Sul;PR;Paraná;CAIUÁ TRANSMISSORA;PRCTE;CASCAVEL NORT;138.0;PRCTE-1A;9539;-25.0290;-53.5325
S;Sul;PR;Paraná;CAIUÁ TRANSMISSORA;PRCTE;CASCAVEL NORT;230.0;PRCTE-2A;9538;-25.0290;-53.5325
S;Sul;PR;Paraná;COPEL-GT;PRCVO;CASCAVEL OEST;230.0;PRCVO-2A;2458;-25.0290;-53.5325
S;Sul;PR;Paraná;COPEL-GT;PRCVO;CASCAVEL OEST;500.0;PRCVO-5A;896;-25.0290;-53.5325
S;Sul;PR;Paraná;GRALHA AZUL;PRCNT;CASTRO NORTE;138.0;PRCNT-1A;10139;-24.7755;-50.0585
S;Sul;PR;Paraná;GRALHA AZUL;PRCNT;CASTRO NORTE;230.0;PRCNT-2A;10138;-24.7755;-50.0585
S;Sul;PR;Paraná;COPEL-GT;PRCPNN;CURIT. CENTRO;69.0;PRCTC-0C;10033;-25.4369;-49.2532
S;Sul;PR;Paraná;COPEL-GT;PRCPNN;CURIT. CENTRO;230.0;PRCPNN2A;10032;-25.4369;-49.2532
S;Sul;PR;Paraná;MARUMBI;PRCBL;CURIT.LESTE;230.0;PRCBL-2A;9543;-25.5711;-49.0801
S;Sul;PR;Paraná;MARUMBI;PRCBL;CURIT.LESTE;500.0;PRCBL-5A;9542;-25.5711;-49.0801
S;Sul;PR;Paraná;CGT ELETROSUL;PRCBA;CURITIBA;230.0;PRCBA-2A;960;-25.5947;-49.3167
S;Sul;PR;Paraná;CGT ELETROSUL;PRCBA;CURITIBA;500.0;PRCBA-5A;959;-25.5947;-49.3167
S;Sul;PR;Paraná;COPEL-GT;PRCBN;CURITIBA NORT;138.0;PRCBN-1A;9698;-25.2344;-49.3177
S;Sul;PR;Paraná;COPEL-GT;PRCBN;CURITIBA NORT;230.0;PRCBN-2A;9697;-25.2344;-49.3177
S;Sul;PR;Paraná;COPEL-GT;PRDJP;D.S.J.PINHAIS;69.0;PRDJP-0D;9320;-25.5296;-49.1283
S;Sul;PR;Paraná;COPEL-GT;PRDJP;D.S.J.PINHAIS;230.0;PRDJP-2A;818;-25.5296;-49.1283
S;Sul;PR;Paraná;EVOLTZ VII;PRFON;F.IGUACUNORTE;138.0;PRFON-1A;2447;-25.4879;-54.5447
S;Sul;PR;Paraná;EVOLTZ VII;PRFON;F.IGUACUNORTE;230.0;PRFON-2A;843;-25.4879;-54.5447
S;Sul;PR;Paraná;COPEL-GT;PRFRA;FIGUEIRA;138.0;PRFRA-1A;2485;-23.8495;-50.3881
S;Sul;PR;Paraná;COPEL-GT;PRFRA;FIGUEIRA;230.0;PRFRA-2A;884;-23.8495;-50.3881
S;Sul;PR;Paraná;COPEL-GT;PRFOC;FOZ DO CHOPIM;138.0;PRFOC-1A;848;-25.5238;-53.0966
S;Sul;PR;Paraná;COPEL-GT;PRFOC;FOZ DO CHOPIM;230.0;PRFOC-2A;898;-25.5238;-53.0966
S;Sul;PR;Paraná;COPEL-GT;PRGRL;GRALHA AZUL;230.0;PRGRL-2A;813;-25.5869;-49.3548
S;Sul;PR;Paraná;COPEL-GT;PRGUA;GUAIRA;138.0;PRGUA-1A;847;-24.1026;-54.2261
S;Sul;PR;Paraná;COPEL-GT;PRGUA;GUAIRA;230.0;PRGUA-2A;978;-24.1026;-54.2261
S;Sul;PR;Paraná;COPEL-GT;PRGUA;GUAIRA;500.0;PRGUA-5A;873;-24.1026;-54.2261
S;Sul;PR;Paraná;GRALHA AZUL;PRGUO;GUARAPUAVA OEST;138.0;PRGUO-1A;10137;-25.4318;-51.5977
S;Sul;PR;Paraná;GRALHA AZUL;PRGUO;GUARAPUAVA OEST;230.0;PRGUO-2A;10136;-25.4318;-51.5977
S;Sul;PR;Paraná;COPEL-GT;PRIBP;IBIPORA;138.0;PRIBP-1A;887;-23.2922;-51.0771
S;Sul;PR;Paraná;COPEL-GT;PRIBP;IBIPORA;230.0;PRIBP-2A;886;-23.2922;-51.0771
S;Sul;PR;Paraná;GRALHA AZUL;PRIRN;IRATI NORTE;138.0;PRIRN-1A;10141;-25.3681;-50.6666
S;Sul;PR;Paraná;GRALHA AZUL;PRIRN;IRATI NORTE;230.0;PRIRN-2A;10140;-25.3681;-50.6666
S;Sul;PR;Paraná;CGT ELETROSUL;PRIVP;IVAIPORA ELS;500.0;PRIVP-5A;999;-24.4292;-51.6778
S;Sul;PR;Paraná;COPEL-GT;PRJGI;JAGUARIAIVA;138.0;PRJGI-1A;2423;-24.2341;-49.6945
S;Sul;PR;Paraná;COPEL-GT;PRJGI;JAGUARIAIVA;230.0;PRJGI-2A;827;-24.2341;-49.6945
S;Sul;PR;Paraná;COPEL-GT;PRKCL;KLABIN CELULOSE;230.0;PRKCL-2A;9988;-24.2526;-50.7354
S;Sul;PR;Paraná;COPEL-GT;PRLNA;LONDRINA COT;138.0;PRLNA-1A;890;-23.2757;-51.2374
S;Sul;PR;Paraná;COPEL-GT;PRLNA;LONDRINA COT;230.0;PRLNA-2A;889;-23.2757;-51.2374
S;Sul;PR;Paraná;CGT ELETROSUL;PRLON;LONDRINA ESU;230.0;PRLON-2A;1028;-23.4625;-51.1419
S;Sul;PR;Paraná;CGT ELETROSUL;PRLON;LONDRINA ESU;500.0;PRLON-5A;1027;-23.4625;-51.1419
S;Sul;PR;Paraná;GUAIRA;PRLOS;LONDRINA SUL;138.0;PRLOS-1A;10002;-23.3898;-51.2357
S;Sul;PR;Paraná;GUAIRA;PRLOS;LONDRINA SUL;230.0;PRLOS-2A;10001;-23.3898;-51.2357
S;Sul;PR;Paraná;COPEL-GT;PRMGA;MARINGA;138.0;PRMGA-1A;869;-23.4485;-51.9881
S;Sul;PR;Paraná;COPEL-GT;PRMGA;MARINGA;230.0;PRMGA-2A;868;-23.4485;-51.9881
S;Sul;PR;Paraná;COPEL-GT;PRMNO;MEDIANEIRA NT;138.0;PRMNO-1A;10253;-25.2725;-54.0959
S;Sul;PR;Paraná;COPEL-GT;PRMNO;MEDIANEIRA NT;230.0;PRMNO-2A;10005;-25.2725;-54.0959
S;Sul;PR;Paraná;IE IVAI;PRPVN;PARANAVAI NOR;138.0;PRPVN-1A;10004;-23.0333;-52.4472
S;Sul;PR;Paraná;IE IVAI;PRPVN;PARANAVAI NOR;230.0;PRPVN-2A;10003;-23.0333;-52.4472
S;Sul;PR;Paraná;COPEL-GT;PRGPS;PARIGOT SOUZA;138.0;PRGPS-1A;2373;-25.2532;-48.7619
S;Sul;PR;Paraná;COPEL-GT;PRGPS;PARIGOT SOUZA;230.0;PRGPS-2A;817;-25.2532;-48.7619
S;Sul;PR;Paraná;COPEL-GT;PRPTO;PATO BRANCO;138.0;PRPTO-1A;853;-26.2102;-52.6724
S;Sul;PR;Paraná;COPEL-GT;PRPTO;PATO BRANCO;230.0;PRPTO-2A;852;-26.2102;-52.6724
S;Sul;PR;Paraná;COPEL-GT;PRPOX;PEROXIDOS;230.0;PRPOX-2A;9350;-25.5509;-49.3195
S;Sul;PR;Paraná;COPEL-GT;PRPIL;PILARZINHO;69.0;PRPIL-0A;2387;-25.3719;-49.2755
S;Sul;PR;Paraná;COPEL-GT;PRPIL;PILARZINHO;230.0;PRPIL-2A;819;-25.3719;-49.2755
S;Sul;PR;Paraná;COPEL-GT;PRPGN;PONTA G NORTE;138.0;PRPGN-1A;830;-25.0447;-50.1401
S;Sul;PR;Paraná;COPEL-GT;PRPGN;PONTA G NORTE;230.0;PRPGN-2A;829;-25.0447;-50.1401
S;Sul;PR;Paraná;COPEL-GT;PRPGS;PONTA G SUL;138.0;PRPGS-1A;2437;-25.1753;-50.0993
S;Sul;PR;Paraná;COPEL-GT;PRPGS;PONTA G SUL;230.0;PRPGS-2A;831;-25.1753;-50.0993
S;Sul;PR;Paraná;GRALHA AZUL;PRGR;PONTA GROSSA;230.0;PRGR--2A;10009;-25.0908;-50.3220
S;Sul;PR;Paraná;GRALHA AZUL;PRGR;PONTA GROSSA;500.0;PRGR--5A;10008;-25.0908;-50.3220
S;Sul;PR;Paraná;COPEL-GT;PRPFL;POSTO FISCAL;138.0;PRPFL-1A;2383;-25.5532;-48.5643
S;Sul;PR;Paraná;COPEL-GT;PRPFL;POSTO FISCAL;230.0;PRPFL-2A;2459;-25.5532;-48.5643
S;Sul;PR;Paraná;COPEL-GT;PRRZS;REALEZA SUL;138.0;PRRZS-1A;10132;-25.7826;-53.5177
S;Sul;PR;Paraná;COPEL-GT;PRRZS;REALEZA SUL;230.0;PRRZS-2A;9890;-25.7826;-53.5177
S;Sul;PR;Paraná;COPEL-GT;PRREP;REPAR;230.0;PRREP-2A;9399;-25.5795;-49.3627
S;Sul;PR;Paraná;CGT ELETROSUL;PRSOS;S. OSORIO;230.0;PRSOS-2A;1047;-25.5400;-53.0128
S;Sul;PR;Paraná;COPEL-GT;PRSMS;S.MATEUS SUL;230.0;PRSMS-2A;834;-25.8537;-50.4021
S;Sul;PR;Paraná;CGT ELETROSUL;PRSSA;S.SANTIAGO;500.0;PRSSA-5A;1060;-25.6308;-52.6228
S;Sul;PR;Paraná;COPEL-GT;PRGJR-;SALTO CAXIAS;500.0;PRGJR-5A;897;-25.5435;-53.4976
S;Sul;PR;Paraná;COPEL-GT;PRSMC;SANTA MONICA;69.0;PRSMC-0B;2478;-25.3636;-49.1442
S;Sul;PR;Paraná;COPEL-GT;PRSMC;SANTA MONICA;230.0;PRSMC-2A;2477;-25.3636;-49.1442
S;Sul;PR;Paraná;CAIUÁ TRANSMISSORA;PRSQU;SANTAQUITERIA;69.0;PRSQU-0A;2397;-25.4610;-49.3118
S;Sul;PR;Paraná;CAIUÁ TRANSMISSORA;PRSQU;SANTAQUITERIA;230.0;PRSQU-2A;9537;-25.4610;-49.3118
S;Sul;PR;Paraná;COPEL-GT;PRSDI;SARANDI;138.0;PRSDI-1A;2472;-23.4428;-51.8280
S;Sul;PR;Paraná;COPEL-GT;PRSDI;SARANDI;230.0;PRSDI-2A;872;-23.4428;-51.8280
S;Sul;PR;Paraná;COPEL-GT;PRSDI;SARANDI;500.0;PRSDI-5A;10000;-23.4428;-51.8280
S;Sul;PR;Paraná;COPEL-GT;PRMUA;SE.MAUA;230.0;PRMUA-2A;981;-24.0401;-50.6926
S;Sul;PR;Paraná;COPEL-GT;PRSGD1;SEGREDO;500.0;PRSGD-51;856;-25.7885;-52.0967
S;Sul;PR;Paraná;UEG ARAUCÁRIA;PRARC;U.ARAUCARIA;230.0;PRARC-2C;90314;-25.5883;-49.3559
S;Sul;PR;Paraná;UEG ARAUCÁRIA;PRARC;U.ARAUCARIA;230.0;PRARC-2B;93772;-25.5883;-49.3559
S;Sul;PR;Paraná;UEG ARAUCÁRIA;PRARC;U.ARAUCARIA;230.0;PRARC-2A;93771;-25.5883;-49.3559
S;Sul;PR;Paraná;GRALHA AZUL;PRUVN;U.VITORIA NORTE;138.0;PRUVN-1A;10135;-26.1343;-51.1452
S;Sul;PR;Paraná;GRALHA AZUL;PRUVN;U.VITORIA NORTE;230.0;PRUVN-2A;10134;-26.1343;-51.1452
S;Sul;PR;Paraná;COPEL-GT;PRUBR;UBERABA;69.0;PRUBR-0A;2401;-25.4770;-49.2084
S;Sul;PR;Paraná;COPEL-GT;PRUBR;UBERABA;230.0;PRUBR-2A;820;-25.4770;-49.2084
S;Sul;PR;Paraná;COPEL-GT;PRUMB;UMBARA;69.0;PRUMB-0A;2402;-25.5914;-49.3179
S;Sul;PR;Paraná;COPEL-GT;PRUMB;UMBARA;230.0;PRUMB-2A;821;-25.5914;-49.3179
S;Sul;PR;Paraná;COSTA OESTE;PRUMU2;UMUARAMA SUL;138.0;PRUMU21A;9726;-23.7930;-53.2864
S;Sul;PR;Paraná;COSTA OESTE;PRUMU2;UMUARAMA SUL;230.0;PRUMU22A;9725;-23.7930;-53.2864
S;Sul;PR;Paraná;COPEL-GT;PRUFRA;US. FIGUEIRA;138.0;PRUFRA1A;10628;-23.8518;-50.3902
S;Sul;PR;Paraná;COPEL-GT;PRGPSU;USI PAR.SOUZA;230.0;PRGPSU2A;90328;-25.1383;-48.8744
S;Sul;PR;Paraná;COPEL-GT;PRGPSU;USI PAR.SOUZA;230.0;PRGPSU2B;90329;-25.1383;-48.8744
S;Sul;PR;Paraná;COPEL-GT;PRGPSU;USI PAR.SOUZA;230.0;PRGPSU2C;90330;-25.1383;-48.8744
S;Sul;PR;Paraná;COPEL-GT;PRGPSU;USI PAR.SOUZA;230.0;PRGPSU2D;90331;-25.1383;-48.8744
S;Sul;RS;Rio Grande do Sul;CERAN;RSUHQJ;14 DE JULHO;230.0;RSUHQJ2A;1153;-29.0648;-51.6749
S;Sul;RS;Rio Grande do Sul;CPFL T;RSALE2;ALEGRETE2;69.0;RSALE20A;1185;-29.7772;-55.7228
S;Sul;RS;Rio Grande do Sul;CPFL T;RSALE2;ALEGRETE2;230.0;RSALE22A;1186;-29.7772;-55.7228
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSATL2;ATLANTIDA 2;69.0;RSATL20A;1331;-29.7824;-50.0546
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSATL2;ATLANTIDA 2;230.0;RSATL22A;1330;-29.7824;-50.0546
S;Sul;RS;Rio Grande do Sul;CPFL T;RSBAG2;BAGE2;69.0;RSBAG20A;1189;-31.2881;-54.0708
S;Sul;RS;Rio Grande do Sul;CPFL T;RSBAG2;BAGE2;230.0;RSBAG22A;1188;-31.2881;-54.0708
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCIN;C.INDUSTRIAL;138.0;RSCIN-1A;1257;-29.8914;-51.1778
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCIN;C.INDUSTRIAL;230.0;RSCIN-2A;1258;-29.8914;-51.1778
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAC3;CACHOEIRINHA3;138.0;RSCAC31A;9305;-29.8985;-51.1017
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAC3;CACHOEIRINHA3;230.0;RSCAC32A;9304;-29.8985;-51.1017
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAM;CAMAQUA;69.0;RSCAM-0A;1195;-30.8275;-51.8161
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAM;CAMAQUA;230.0;RSCAM-2A;1194;-30.8275;-51.8161
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSCAM3;CAMAQUA 3;69.0;RSCAM30A;9570;-30.8095;-51.8086
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSCAM3;CAMAQUA 3;230.0;RSCAM32A;9569;-30.8095;-51.8086
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCBO;CAMPO BOM;69.0;RSCBO-0A;1196;-29.6931;-51.0647
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCBO;CAMPO BOM;230.0;RSCBO-2A;1198;-29.6931;-51.0647
S;Sul;RS;Rio Grande do Sul;TESB;RSCDL2;CANDELARIA 2;69.0;RSCDL20A;9591;-29.6496;-52.7954
S;Sul;RS;Rio Grande do Sul;TESB;RSCDL2;CANDELARIA 2;230.0;RSCDL22A;9590;-29.6496;-52.7954
S;Sul;RS;Rio Grande do Sul;ELETROBRAS;RSCTA;CANDIOTA;230.0;RSCTA-2A;9785;-31.5719;-53.6892
S;Sul;RS;Rio Grande do Sul;ELETROBRAS;RSCTA;CANDIOTA;500.0;RSCTA-5A;9786;-31.5719;-53.6892
S;Sul;RS;Rio Grande do Sul;CHIMARRÃO;RSCTA2;CANDIOTA 2;230.0;RSCTA22A;9952;-31.5699;-53.6887
S;Sul;RS;Rio Grande do Sul;CHIMARRÃO;RSCTA2;CANDIOTA 2;500.0;RSCTA25A;9951;-31.5699;-53.6887
S;Sul;RS;Rio Grande do Sul;AMBAR URUGUAIANA;RSUTEC;CANDIOTA III;230.0;RSUTEC2A;1174;-31.5458;-53.6566
S;Sul;RS;Rio Grande do Sul;AMBAR URUGUAIANA;RSUTEC;CANDIOTA III;230.0;RSUTEC2B;94234;-31.5458;-53.6566
S;Sul;RS;Rio Grande do Sul;PETROBRAS;RSUTCA;CANOAS;230.0;RSUTCA2A;90483;-29.8764;-51.1469
S;Sul;RS;Rio Grande do Sul;PETROBRAS;RSUTCA;CANOAS;230.0;RSUTCA2B;90484;-29.8764;-51.1469
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCNA1;CANOAS 1;230.0;RSCNA12A;1190;-29.9472;-51.1908
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCNA2;CANOAS 2;230.0;RSCNA22A;1248;-29.8746;-51.1441
S;Sul;RS;Rio Grande do Sul;PAMPA TRANSMISSORA;RSCAP;CAPIVARI SUL;138.0;RSCAP-1A;1038;-30.1037;-50.4385
S;Sul;RS;Rio Grande do Sul;PAMPA TRANSMISSORA;RSCAP;CAPIVARI SUL;230.0;RSCAP-2A;1037;-30.1037;-50.4385
S;Sul;RS;Rio Grande do Sul;PAMPA TRANSMISSORA;RSCAP;CAPIVARI SUL;500.0;RSCAP-5A;1036;-30.1037;-50.4385
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCTT;CASTERTECH;230.0;RSCTT-2A;9278;-29.1464;-51.1481
S;Sul;RS;Rio Grande do Sul;CERAN;RSUHCA;CASTRO ALVES;230.0;RSUHCA2A;1154;-29.0053;-51.3844
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSCAX;CAXIAS;230.0;RSCAX-2A;965;-29.2772;-51.2010
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSCAX;CAXIAS;500.0;RSCAX-5A;964;-29.2772;-51.2010
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSCAX6;CAXIAS 6;69.0;RSCAX60A;1387;-29.1658;-51.1228
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSCAX6;CAXIAS 6;230.0;RSCAX62A;1386;-29.1658;-51.1228
S;Sul;RS;Rio Grande do Sul;EVRECY;RSCXN;CAXIAS NORTE;138.0;RSCXN-1A;10217;-29.0988;-51.2642
S;Sul;RS;Rio Grande do Sul;EVRECY;RSCXN;CAXIAS NORTE;230.0;RSCXN-2A;10216;-29.0988;-51.2642
S;Sul;RS;Rio Grande do Sul;EVRECY;RSCXN;CAXIAS NORTE;500.0;RSCXN-5A;10215;-29.0988;-51.2642
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAX2;CAXIAS SUL 2;69.0;RSCAX20A;1201;-29.1414;-51.1575
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAX2;CAXIAS SUL 2;230.0;RSCAX22A;1200;-29.1414;-51.1575
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAX5;CAXIAS SUL 5;69.0;RSCAX50C;1193;-29.1325;-51.1917
S;Sul;RS;Rio Grande do Sul;CPFL T;RSCAX5;CAXIAS SUL 5;230.0;RSCAX52A;1192;-29.1325;-51.1917
S;Sul;RS;Rio Grande do Sul;TAESA;RSCCH;CERRO CHATO;230.0;RSCCH-2A;9731;-30.8148;-55.7055
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSCHA;CHARQUEADAS;230.0;RSCHA-2A;951;-29.9519;-51.6211
S;Sul;RS;Rio Grande do Sul;MEZ 5 ENERGIA;RSCHR3;CHARQUEADAS3;69.0;RSCHR30A;10277;-29.9610;-51.5997
S;Sul;RS;Rio Grande do Sul;MEZ 5 ENERGIA;RSCHR3;CHARQUEADAS3;230.0;RSCHR32A;10276;-29.9610;-51.5997
S;Sul;RS;Rio Grande do Sul;MEZ 4 ENERGIA;RSCAL2;CRUZ ALTA 2;69.0;RSCAL20A;10219;-28.6643;-53.6455
S;Sul;RS;Rio Grande do Sul;MEZ 4 ENERGIA;RSCAL2;CRUZ ALTA 2;230.0;RSCAL22A;10218;-28.6643;-53.6455
S;Sul;RS;Rio Grande do Sul;TAESA;RSGBI1;CV.GARABI 1;140.0;RSGBI10A;93616;-28.2557;-55.6707
S;Sul;RS;Rio Grande do Sul;TAESA;RSGBI1;CV.GARABI 1;500.0;RSGBI15A;970;-28.2557;-55.6707
S;Sul;RS;Rio Grande do Sul;TAESA;RSGBI1;CV.GARABI 1;500.0;RSGBI15B;972;-28.2557;-55.6707
S;Sul;RS;Rio Grande do Sul;TAESA;RSGBI2;CV.GARABI 2;140.0;RSGBI20A;93618;-28.2540;-55.6710
S;Sul;RS;Rio Grande do Sul;TAESA;RSGBI2;CV.GARABI 2;500.0;RSGBI25A;971;-28.2540;-55.6710
S;Sul;RS;Rio Grande do Sul;TAESA;RSGBI2;CV.GARABI 2;500.0;RSGBI25B;973;-28.2540;-55.6710
S;Sul;RS;Rio Grande do Sul;CPFL T;RSELD;ELDORADO SUL;230.0;RSELD-2A;1212;-30.0142;-51.3172
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSFAR;FARROUPILHA;69.0;RSFAR-0F;94184;-29.2186;-51.3239
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSFAR;FARROUPILHA;69.0;RSFAR-0G;90247;-29.2186;-51.3239
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSFAR;FARROUPILHA;69.0;RSFAR-0A;92883;-29.2186;-51.3239
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;RSFAR;FARROUPILHA;230.0;RSFAR-2A;962;-29.2186;-51.3239
S;Sul;RS;Rio Grande do Sul;CPFL T;RSFIB;FIBRAPLAC;230.0;RSFIB-2A;41450;-29.8969;-50.7664
S;Sul;RS;Rio Grande do Sul;CGT ELETROSUL;SCFCO;FOZ CHAPECO;138.0;RSFCO-1A;1062;-27.1400;-53.0528
